product_id,actual_price,rating,category_Car&Motorbike,category_Computers&Accessories,category_Electronics,category_Health&PersonalCare,category_Home&Kitchen,category_HomeImprovement,category_MusicalInstruments,category_OfficeProducts,category_Toys&Games
B08VFF6JQ8,1699.0,4.4,False,False,True,False,False,False,False,False,False
B09NVPSCQT,3999.0,4.0,False,False,True,False,False,False,False,False,False
B09YV4RG4D,7999.0,4.2,False,False,True,False,False,False,False,False,False
B09TWHTBKQ,25999.0,4.1,False,False,True,False,False,False,False,False,False
B08L5HMJVW,700.0,4.4,False,False,True,False,False,False,False,False,False
B0B4F2XCK3,17999.0,4.1,False,False,True,False,False,False,False,False,False
B0BF54972T,19999.0,4.2,False,False,True,False,False,False,False,False,False
B09YV4MW2T,9999.0,4.2,False,False,True,False,False,False,False,False,False
B09TWH8YHM,24999.0,4.1,False,False,True,False,False,False,False,False,False
B07WGMMQGP,20999.0,4.0,False,False,True,False,False,False,False,False,False
B0BF563HB4,19999.0,4.2,False,False,True,False,False,False,False,False,False
B07JW9H4J1,1099.0,4.2,False,True,False,False,False,False,False,False,False
B09GFPVD9Y,10999.0,4.1,False,False,True,False,False,False,False,False,False
B09GFLXVH9,8499.0,4.1,False,False,True,False,False,False,False,False,False
B0BF4YBLPX,19999.0,4.2,False,False,True,False,False,False,False,False,False
B09XB7DPW1,11999.0,4.0,False,False,True,False,False,False,False,False,False
B07PFJ5W31,495.0,4.3,False,False,True,False,False,False,False,False,False
B0B3N7LR6K,16999.0,4.3,False,False,True,False,False,False,False,False,False
B09ZQK9X8G,5999.0,4.1,False,False,True,False,False,False,False,False,False
B098NS6PVG,349.0,4.0,False,True,False,False,False,False,False,False,False
B07WJV6P1R,18999.0,4.1,False,False,True,False,False,False,False,False,False
B096MSW6CT,999.0,3.9,False,True,False,False,False,False,False,False,False
B0BF54LXW6,19999.0,4.2,False,False,True,False,False,False,False,False,False
B09XB7SRQ5,11999.0,4.0,False,False,True,False,False,False,False,False,False
B09FFK1PQG,1699.0,4.4,False,False,True,False,False,False,False,False,False
B09RMQYHLH,15999.0,4.2,False,False,True,False,False,False,False,False,False
B08ZN4B121,1599.0,3.8,False,False,True,False,False,False,False,False,False
B0B3RSDSZ3,9999.0,4.3,False,False,True,False,False,False,False,False,False
B08VB34KJ1,20990.0,4.2,False,False,True,False,False,False,False,False,False
B09T39K9YL,24999.0,3.9,False,False,True,False,False,False,False,False,False
B08VF8V79P,1699.0,4.4,False,False,True,False,False,False,False,False,False
B08G28Z33M,699.0,4.0,False,False,True,False,False,False,False,False,False
B09PNKXSKF,3990.0,4.0,False,False,True,False,False,False,False,False,False
B0B5DDJNH4,7990.0,3.8,False,False,True,False,False,False,False,False,False
B08HDJ86NZ,699.0,4.2,False,True,False,False,False,False,False,False,False
B08CF3B7N1,399.0,4.2,False,True,False,False,False,False,False,False,False
B07WDKLDRX,34999.0,4.4,False,False,True,False,False,False,False,False,False
B09MQSCJQ1,7990.0,4.2,False,False,True,False,False,False,False,False,False
B094YFFSMY,1999.0,4.0,False,False,True,False,False,False,False,False,False
B09MT84WV5,3999.0,4.3,False,False,True,False,False,False,False,False,False
B08VS3YLRK,1499.0,4.1,False,False,True,False,False,False,False,False,False
B0B4F3QNDM,19499.0,4.1,False,False,True,False,False,False,False,False,False
B07GQD4K6L,999.0,4.1,False,False,True,False,False,False,False,False,False
B07WDKLRM4,19999.0,4.1,False,False,True,False,False,False,False,False,False
B0BP18W8TM,9999.0,4.4,False,False,True,False,False,False,False,False,False
B08Y1TFSP6,1000.0,3.9,False,True,False,False,False,False,False,False,False
B07GXHC691,499.0,4.3,False,False,True,False,False,False,False,False,False
B08FN6WGDQ,15990.0,4.0,False,False,True,False,False,False,False,False,False
B0B3D39RKV,33999.0,4.3,False,False,True,False,False,False,False,False,False
B085HY1DGR,999.0,4.0,False,True,False,False,False,False,False,False,False
B08D75R3Z1,1900.0,3.6,False,False,True,False,False,False,False,False,False
B0B4F2TTTS,14999.0,4.1,False,False,True,False,False,False,False,False,False
B09WRMNJ9G,38999.0,4.2,False,False,True,False,False,False,False,False,False
B0B14MR9L1,24999.0,4.1,False,False,True,False,False,False,False,False,False
B09ZPL5VYM,499.0,4.1,False,False,True,False,False,False,False,False,False
B0993BB11X,1599.0,4.0,False,False,True,False,False,False,False,False,False
B09V2PZDX8,1599.0,4.0,False,False,True,False,False,False,False,False,False
B085W8CFLH,1800.0,3.5,False,False,True,False,False,False,False,False,False
B09MT6XSFW,1899.0,4.3,False,False,True,False,False,False,False,False,False
B07RD611Z8,2499.0,4.1,False,False,True,False,False,False,False,False,False
B08WRWPM22,499.0,4.1,False,True,False,False,False,False,False,False,False
B0B4F52B5X,14999.0,4.1,False,False,True,False,False,False,False,False,False
B096VF5YYF,7990.0,4.1,False,False,True,False,False,False,False,False,False
B0B5D39BCD,7990.0,3.8,False,False,True,False,False,False,False,False,False
B08DDRGWTJ,299.0,4.3,False,True,False,False,False,False,False,False,False
B082LZGK39,299.0,4.0,False,True,False,False,False,False,False,False,False
B09XBJ1CTN,999.0,4.2,False,False,True,False,False,False,False,False,False
B0B4F5L738,19499.0,4.1,False,False,True,False,False,False,False,False,False
B08MTCKDYN,299.0,4.1,False,False,True,False,False,False,False,False,False
B09QS8V5N8,17999.0,4.1,False,False,True,False,False,False,False,False,False
B08CF3D7QR,339.0,4.3,False,True,False,False,False,False,False,False,False
B09T2WRLJJ,26999.0,3.9,False,False,True,False,False,False,False,False,False
B089WB69Y1,649.0,4.0,False,False,True,False,False,False,False,False,False
B0116MIKKC,171.0,4.5,False,False,True,False,False,False,False,False,False
B09P858DK8,1999.0,4.0,False,False,True,False,False,False,False,False,False
B07DJLFMPS,1600.0,4.0,False,False,True,False,False,False,False,False,False
B07WHQWXL7,20999.0,4.1,False,False,True,False,False,False,False,False,False
B07WDK3ZS6,18999.0,4.1,False,False,True,False,False,False,False,False,False
B09T2S8X9C,28999.0,3.9,False,False,True,False,False,False,False,False,False
B07S9S86BF,1490.0,4.1,False,False,True,False,False,False,False,False,False
B07N8RQ6W7,699.0,4.1,False,False,True,False,False,False,False,False,False
B09FKDH6FS,7999.0,4.0,False,False,True,False,False,False,False,False,False
B08HVJCW95,2199.0,4.3,False,False,True,False,False,False,False,False,False
B09YDFDVNS,1699.0,4.0,False,False,True,False,False,False,False,False,False
B07WGPKTS4,19999.0,4.1,False,False,True,False,False,False,False,False,False
B0789LZTCJ,799.0,4.2,False,True,False,False,False,False,False,False,False
B09MZCQYHZ,1599.0,4.0,False,False,True,False,False,False,False,False,False
B0B4F2ZWL3,17999.0,4.1,False,False,True,False,False,False,False,False,False
B08VB2CMR3,20990.0,4.2,False,False,True,False,False,False,False,False,False
B095RTJH1M,2899.0,4.6,False,False,True,False,False,False,False,False,False
B097R25DP7,4999.0,4.0,False,False,True,False,False,False,False,False,False
B09YDFKJF8,1699.0,4.0,False,False,True,False,False,False,False,False,False
B07WDK3ZS2,29990.0,4.3,False,False,True,False,False,False,False,False,False
B08RZ5K9YH,1999.0,4.3,False,False,True,False,False,False,False,False,False
B08444S68L,15990.0,4.2,False,False,True,False,False,False,False,False,False
B07WHQBZLS,21990.0,4.0,False,False,True,False,False,False,False,False,False
B085DTN6R2,899.0,4.2,False,True,False,False,False,False,False,False,False
B09JS562TP,1630.0,4.0,False,False,True,False,False,False,False,False,False
B09KLVMZ3B,399.0,4.1,False,True,False,False,False,False,False,False,False
B09V17S2BG,6990.0,3.9,False,False,True,False,False,False,False,False,False
B0B5CGTBKV,7990.0,3.8,False,False,True,False,False,False,False,False,False
B0B23LW7NV,2899.0,4.7,False,False,True,False,False,False,False,False,False
B09KGV7WSV,5999.0,4.3,False,False,True,False,False,False,False,False,False
B0971DWFDT,699.0,4.2,False,False,True,False,False,False,False,False,False
B0BNV7JM5Y,7990.0,4.1,False,False,True,False,False,False,False,False,False
B0B53QFZPY,5999.0,3.3,False,False,True,False,False,False,False,False,False
B083342NKJ,399.0,4.4,False,True,False,False,False,False,False,False,False
B07WJWRNVK,20990.0,4.0,False,False,True,False,False,False,False,False,False
B01F25X6RQ,499.0,4.2,False,False,True,False,False,False,False,False,False
B09C6HXFC1,1799.0,4.5,False,True,False,False,False,False,False,False,False
B0B244R4KB,2899.0,4.6,False,False,True,False,False,False,False,False,False
B0BMGG6NKT,13499.0,4.2,False,False,True,False,False,False,False,False,False
B082LSVT4B,399.0,4.0,False,True,False,False,False,False,False,False,False
B092JHPL72,999.0,3.7,False,False,True,False,False,False,False,False,False
B08WRBG3XW,499.0,4.1,False,True,False,False,False,False,False,False,False
B09GFM8CGS,7999.0,4.1,False,False,True,False,False,False,False,False,False
B0B3MWYCHQ,9999.0,4.2,False,False,True,False,False,False,False,False,False
B09J2MM5C6,1499.0,4.2,False,False,True,False,False,False,False,False,False
B07Q4QV1DL,1499.0,4.5,False,False,True,False,False,False,False,False,False
B0B56YRBNT,13499.0,3.8,False,False,True,False,False,False,False,False,False
B09NHVCHS9,199.0,4.0,False,True,False,False,False,False,False,False,False
B01DF26V7A,1299.0,4.1,False,False,True,False,False,False,False,False,False
B08K4PSZ3V,999.0,3.8,False,False,True,False,False,False,False,False,False
B0B4F1YC3J,19499.0,4.1,False,False,True,False,False,False,False,False,False
B08K4RDQ71,999.0,3.8,False,False,True,False,False,False,False,False,False
B085CZ3SR1,599.0,4.2,False,False,True,False,False,False,False,False,False
B09YV3K34W,9999.0,4.2,False,False,True,False,False,False,False,False,False
B09Z6WH2N1,499.0,4.2,False,False,True,False,False,False,False,False,False
B09NL4DJ2Z,249.0,4.0,False,True,False,False,False,False,False,False,False
B0BGSV43WY,7999.0,3.5,False,False,True,False,False,False,False,False,False
B0926V9CTV,599.0,4.3,False,False,True,False,False,False,False,False,False
B07WGPKMP5,20999.0,4.1,False,False,True,False,False,False,False,False,False
B0BBFJ9M3X,15999.0,3.9,False,False,True,False,False,False,False,False,False
B09PLFJ7ZW,4999.0,3.9,False,False,True,False,False,False,False,False,False
B0B53NXFFR,5999.0,3.3,False,False,True,False,False,False,False,False,False
B07GNC2592,999.0,4.0,False,False,True,False,False,False,False,False,False
B09TP5KBN7,1099.0,4.0,False,False,True,False,False,False,False,False,False
B0949SBKMP,6990.0,4.0,False,False,True,False,False,False,False,False,False
B09V175NP7,6990.0,3.9,False,False,True,False,False,False,False,False,False
B07WHSJXLF,29990.0,4.3,False,False,True,False,False,False,False,False,False
B0BD3T6Z1D,13499.0,4.1,False,False,True,False,False,False,False,False,False
B09LHYZ3GJ,20999.0,4.1,False,False,True,False,False,False,False,False,False
B07WFPMGQQ,27990.0,4.3,False,False,True,False,False,False,False,False,False
B09QS9X9L8,18999.0,4.1,False,False,True,False,False,False,False,False,False
B0B6BLTGTT,5999.0,4.1,False,False,True,False,False,False,False,False,False
B077Z65HSD,999.0,4.3,False,True,False,False,False,False,False,False,False
B09W5XR9RT,1999.0,4.4,False,True,False,False,False,False,False,False,False
B084DTMYWK,999.0,4.2,False,False,True,False,False,False,False,False,False
B0B53QLB9H,5999.0,3.3,False,False,True,False,False,False,False,False,False
B0BDYW3RN3,3500.0,4.4,False,False,True,False,False,False,False,False,False
B0B3RS9DNF,9999.0,4.3,False,False,True,False,False,False,False,False,False
B09QS9X16F,18999.0,4.1,False,False,True,False,False,False,False,False,False
B08HV25BBQ,4999.0,4.0,False,False,True,False,False,False,False,False,False
B09LJ116B5,20999.0,4.1,False,False,True,False,False,False,False,False,False
B0BMVWKZ8G,8499.0,4.3,False,False,True,False,False,False,False,False,False
B0BD92GDQH,6999.0,3.8,False,False,True,False,False,False,False,False,False
B08Y1SJVV5,666.66,3.9,False,True,False,False,False,False,False,False,False
B0B5GF6DQD,5999.0,3.7,False,False,True,False,False,False,False,False,False
B09JS94MBV,1630.0,4.0,False,False,True,False,False,False,False,False,False
B09YV463SW,9999.0,4.2,False,False,True,False,False,False,False,False,False
B07XLCFSSN,1900.0,4.4,False,True,False,False,False,False,False,False,False
B09NL4DCXK,599.0,3.9,False,False,True,False,False,False,False,False,False
B0B8CHJLWJ,1199.0,4.5,False,False,True,False,False,False,False,False,False
B0B8ZWNR5T,499.0,4.2,False,False,True,False,False,False,False,False,False
B0BBFJLP21,15999.0,3.9,False,False,True,False,False,False,False,False,False
B01F262EUU,999.0,4.2,False,False,True,False,False,False,False,False,False
B09VZBGL1N,499.0,4.1,False,False,True,False,False,False,False,False,False
B0BNVBJW2S,7990.0,4.1,False,False,True,False,False,False,False,False,False
B0B2DJ5RVQ,1999.0,4.3,False,False,True,False,False,False,False,False,False
B096TWZRJC,1899.0,4.1,False,False,True,False,False,False,False,False,False
B09GP6FBZT,999.0,4.3,False,False,True,False,False,False,False,False,False
B0B3DV7S9B,499.0,3.6,False,False,True,False,False,False,False,False,False
B09MKP344P,12999.0,4.1,False,False,True,False,False,False,False,False,False
B08JW1GVS7,3999.0,4.0,False,False,True,False,False,False,False,False,False
B09LHZSMRR,20999.0,4.1,False,False,True,False,False,False,False,False,False
B0B5V47VK4,49999.0,4.3,False,False,True,False,False,False,False,False,False
B08H21B6V7,2999.0,3.9,False,False,True,False,False,False,False,False,False
B09BNXQ6BR,6499.0,4.1,False,False,True,False,False,False,False,False,False
B01FSYQ2A4,2990.0,4.1,False,False,True,False,False,False,False,False,False
B08L5FM4JC,2400.0,4.4,False,False,True,False,False,False,False,False,False
B0B54Y2SNX,3990.0,3.8,False,False,True,False,False,False,False,False,False
B08BQ947H3,149.0,4.3,False,True,False,False,False,False,False,False,False
B082T6V3DT,2100.0,4.3,False,True,False,False,False,False,False,False,False
B0B7DHSKS7,5299.0,3.5,False,False,True,False,False,False,False,False,False
B09SJ1FTYV,1899.0,4.0,False,False,True,False,False,False,False,False,False
B09XJ5LD6L,32999.0,3.9,False,False,True,False,False,False,False,False,False
B07WHS7MZ1,39990.0,4.3,False,False,True,False,False,False,False,False,False
B0BBVKRP7B,1999.0,2.8,False,False,True,False,False,False,False,False,False
B09NY7W8YD,11999.0,3.8,False,False,True,False,False,False,False,False,False
B0BMM7R92G,999.0,4.5,False,False,True,False,False,False,False,False,False
B08M66K48D,599.0,4.3,False,False,True,False,False,False,False,False,False
B09RFB2SJQ,1899.0,4.1,False,False,True,False,False,False,False,False,False
B0B82YGCF6,3499.0,3.0,False,False,True,False,False,False,False,False,False
B08HF4W2CT,3499.0,4.0,False,False,True,False,False,False,False,False,False
B08BCKN299,999.0,3.9,False,False,True,False,False,False,False,False,False
B0B2X35B1K,6999.0,4.1,False,False,True,False,False,False,False,False,False
B09QS9CWLV,18999.0,4.1,False,False,True,False,False,False,False,False,False
B0B1NX6JTN,2599.0,4.3,False,False,True,False,False,False,False,False,False
B078G6ZF5Z,1199.0,4.0,False,False,True,False,False,False,False,False,False
B0BBW521YC,999.0,4.4,False,False,True,False,False,False,False,False,False
B09HSKYMB3,9999.0,4.3,False,False,True,False,False,False,False,False,False
B09YV42QHZ,7999.0,4.2,False,False,True,False,False,False,False,False,False
B09BF8JBWX,1249.0,3.8,False,False,True,False,False,False,False,False,False
B0B5YBGCKD,599.0,4.3,False,False,True,False,False,False,False,False,False
B01GGKYKQM,700.0,4.3,False,True,False,False,False,False,False,False,False
B09MY4W73Q,1799.0,4.3,False,False,True,False,False,False,False,False,False
B08R69VDHT,499.0,4.0,False,True,False,False,False,False,False,False,False
B09T37CKQ5,599.0,3.9,False,False,True,False,False,False,False,False,False
B09GFPN6TP,9499.0,4.1,False,False,True,False,False,False,False,False,False
B0B298D54H,999.0,3.7,False,False,True,False,False,False,False,False,False
B08VB57558,74999.0,4.2,False,False,True,False,False,False,False,False,False
B09CMP1SC8,499.0,4.1,False,True,False,False,False,False,False,False,False
B09YLXYP7Y,399.0,4.0,False,True,False,False,False,False,False,False,False
B0B9BXKBC7,3999.0,4.6,False,False,True,False,False,False,False,False,False
B09NY6TRXG,11999.0,3.9,False,False,True,False,False,False,False,False,False
B09NVPJ3P4,3999.0,4.0,False,False,True,False,False,False,False,False,False
B0B3NDPCS9,17999.0,4.3,False,False,True,False,False,False,False,False,False
B09VGKFM7Y,499.0,4.4,False,False,True,False,False,False,False,False,False
B07QCWY5XV,1399.0,4.1,False,False,True,False,False,False,False,False,False
B098QXR9X2,2999.0,4.1,False,False,True,False,False,False,False,False,False
B07H1S7XW8,499.0,4.1,False,False,True,False,False,False,False,False,False
B0BNXFDTZ2,11999.0,4.4,False,False,True,False,False,False,False,False,False
B088ZFJY82,1499.0,4.5,False,False,True,False,False,False,False,False,False
B0B4F4QZ1H,19499.0,4.1,False,False,True,False,False,False,False,False,False
B09BCNQ9R2,499.0,4.2,False,False,True,False,False,False,False,False,False
B0B9BD2YL4,6999.0,4.5,False,False,True,False,False,False,False,False,False
B071Z8M4KX,999.0,4.1,False,False,True,False,False,False,False,False,False
B09N3ZNHTY,4490.0,3.9,False,False,True,False,False,False,False,False,False
B0B3RRWSF6,9999.0,4.3,False,False,True,False,False,False,False,False,False
B0B5B6PQCT,7990.0,3.8,False,False,True,False,False,False,False,False,False
B005FYNT3G,650.0,4.3,False,True,False,False,False,False,False,False,False
B01J0XWYKQ,895.0,4.4,False,True,False,False,False,False,False,False,False
B09CTRPSJR,237.0,3.8,False,True,False,False,False,False,False,False,False
B08JQN8DGZ,2990.0,3.8,False,False,True,False,False,False,False,False,False
B0B72BSW7K,699.0,3.5,False,True,False,False,False,False,False,False,False
B0BDRVFDKP,1000.0,4.4,False,False,True,False,False,False,False,False,False
B0B5LVS732,4999.0,4.1,False,False,True,False,False,False,False,False,False
B08TV2P1N8,3990.0,4.1,False,False,True,False,False,False,False,False,False
B07XCM6T4N,1499.0,4.3,False,True,False,False,False,False,False,False,False
B07T5DKR5D,399.0,3.5,False,False,True,False,False,False,False,False,False
B01DEWVZ2C,999.0,4.1,False,False,True,False,False,False,False,False,False
B07PR1CL3S,3990.0,4.1,False,False,True,False,False,False,False,False,False
B09V12K8NT,6990.0,3.9,False,False,True,False,False,False,False,False,False
B07JQKQ91F,999.0,3.9,False,False,True,False,False,False,False,False,False
B08W56G1K9,999.0,4.1,False,True,False,False,False,False,False,False,False
B07WG8PDCW,1299.0,4.0,False,False,True,False,False,False,False,False,False
B01L8ZNWN2,1500.0,4.2,False,True,False,False,False,False,False,False,False
B009VCGPSY,649.0,4.3,False,True,False,False,False,False,False,False,False
B0B296NTFV,599.0,4.1,False,True,False,False,False,False,False,False,False
B09NVPSCQT,3999.0,4.0,False,False,True,False,False,False,False,False,False
B09YV4RG4D,7999.0,4.2,False,False,True,False,False,False,False,False,False
B07TCN5VR9,999.0,3.9,False,False,True,False,False,False,False,False,False
B00ZYLMQH0,1799.0,4.3,False,True,False,False,False,False,False,False,False
B09YV4MW2T,9999.0,4.2,False,False,True,False,False,False,False,False,False
B01HJI0FS2,650.0,4.5,False,True,False,False,False,False,False,False,False
B076B8G5D8,1995.0,4.0,False,False,False,False,False,False,True,False,False
B07JW9H4J1,1099.0,4.2,False,True,False,False,False,False,False,False,False
B014SZO90Y,315.0,4.5,False,False,True,False,False,False,False,False,False
B07KCMR8D6,50.0,4.3,False,False,False,False,False,False,False,True,False
B00N1U9AJS,165.0,3.9,False,False,False,False,True,False,False,False,False
B07KY3FNQP,1290.0,4.1,False,False,True,False,False,False,False,False,False
B0B3N7LR6K,16999.0,4.3,False,False,True,False,False,False,False,False,False
B07QZ3CZ48,1290.0,4.2,False,False,True,False,False,False,False,False,False
B09T3H12GV,2498.0,4.2,False,True,False,False,False,False,False,False,False
B098NS6PVG,349.0,4.0,False,True,False,False,False,False,False,False,False
B096MSW6CT,999.0,3.9,False,True,False,False,False,False,False,False,False
B09ZQK9X8G,5999.0,4.1,False,False,True,False,False,False,False,False,False
B08ZJDWTJ1,4999.0,4.5,False,True,False,False,False,False,False,False,False
B08FTFXNNB,1999.0,3.7,False,False,True,False,False,False,False,False,False
B08YDFX7Y1,449.0,3.5,False,True,False,False,False,False,False,False,False
B08HDJ86NZ,699.0,4.2,False,True,False,False,False,False,False,False,False
B087FXHB6J,999.0,3.5,False,True,False,False,False,False,False,False,False
B07N42JB4S,3990.0,4.3,False,False,True,False,False,False,False,False,False
B0B31BYXQQ,5499.0,3.9,False,False,True,False,False,False,False,False,False
B08CF3B7N1,399.0,4.2,False,True,False,False,False,False,False,False,False
B07SLMR1K6,1350.0,4.3,False,True,False,False,False,False,False,False,False
B09MQSCJQ1,7990.0,4.2,False,False,True,False,False,False,False,False,False
B094YFFSMY,1999.0,4.0,False,False,True,False,False,False,False,False,False
B092X94QNQ,3990.0,4.1,False,False,True,False,False,False,False,False,False
B0846D5CBP,1295.0,4.5,False,False,False,False,False,False,False,True,False
B00KXULGJQ,5499.0,4.2,False,True,False,False,False,False,False,False,False
B08H9Z3XQW,1490.0,4.1,False,False,True,False,False,False,False,False,False
B08LPJZSSW,995.0,3.9,False,False,True,False,False,False,False,False,False
B09MT84WV5,3999.0,4.3,False,False,True,False,False,False,False,False,False
B08Y1TFSP6,1000.0,3.9,False,True,False,False,False,False,False,False,False
B08CYPB15D,761.0,4.0,False,True,False,False,False,False,False,False,False
B085HY1DGR,999.0,4.0,False,True,False,False,False,False,False,False,False
B00MFPCY5C,299.0,3.5,False,True,False,False,False,False,False,False,False
B07JJFSG2B,2500.0,4.3,False,True,False,False,False,False,False,False,False
B09NR6G588,4999.0,3.8,False,False,True,False,False,False,False,False,False
B07JPX9CR7,1299.0,4.4,False,True,False,False,False,False,False,False,False
B08D11DZ2W,8999.0,3.7,False,False,True,False,False,False,False,False,False
B07Q7561HD,180.0,4.4,False,False,True,False,False,False,False,False,False
B0819HZPXL,549.0,4.4,False,True,False,False,False,False,False,False,False
B00LXTFMRS,225.0,4.4,False,False,False,False,True,False,False,False,False
B0B9LDCX89,999.0,4.2,False,True,False,False,False,False,False,False,False
B0765B3TH7,599.0,4.5,False,True,False,False,False,False,False,False,False
B0B1F6GQPS,4499.0,3.8,False,False,True,False,False,False,False,False,False
B07LG59NPV,4499.0,3.8,False,False,True,False,False,False,False,False,False
B07RD611Z8,2499.0,4.1,False,False,True,False,False,False,False,False,False
B08WRWPM22,499.0,4.1,False,True,False,False,False,False,False,False,False
B00AXHBBXU,550.0,4.4,False,False,False,False,False,False,False,True,False
B08MCD9JFY,1999.0,3.8,False,False,True,False,False,False,False,False,False
B083RCTXLL,1199.0,4.2,False,True,False,False,False,False,False,False,False
B08HLZ28QC,3490.0,4.1,False,True,False,False,False,False,False,False,False
B07GVR9TG7,4999.0,4.4,False,True,False,False,False,False,False,False,False
B0856HY85J,4999.0,4.1,False,False,True,False,False,False,False,False,False
B07CD2BN46,599.0,4.1,False,False,True,False,False,False,False,False,False
B07PLHTTB4,499.0,3.5,False,True,False,False,False,False,False,False,False
B077T3BG5L,399.0,3.6,False,True,False,False,False,False,False,False,False
B08DDRGWTJ,299.0,4.3,False,True,False,False,False,False,False,False,False
B079Y6JZC8,299.0,3.8,False,True,False,False,False,False,False,False,False
B0856HNMR7,2499.0,4.0,False,False,True,False,False,False,False,False,False
B0B12K5BPM,2299.0,3.9,False,False,True,False,False,False,False,False,False
B08MTCKDYN,299.0,4.1,False,False,True,False,False,False,False,False,False
B08CF3D7QR,339.0,4.3,False,True,False,False,False,False,False,False,False
B00LVMTA2A,250.0,4.4,False,False,True,False,False,False,False,False,False
B07TR5HSR9,1499.0,4.3,False,True,False,False,False,False,False,False,False
B0819ZZK5K,2800.0,4.3,False,True,False,False,False,False,False,False,False
B096VF5YYF,7990.0,4.1,False,False,True,False,False,False,False,False,False
B08QJJCY2Q,299.0,4.4,False,True,False,False,False,False,False,False,False
B07L5L4GTB,404.0,4.4,False,True,False,False,False,False,False,False,False
B07L8KNP5F,1399.0,3.8,False,False,True,False,False,False,False,False,False
B08CF4SCNP,599.0,3.8,False,True,False,False,False,False,False,False,False
B09XX51X2G,999.0,4.0,False,True,False,False,False,False,False,False,False
B01M72LILF,1295.0,4.4,False,True,False,False,False,False,False,False,False
B07KSMBL2H,700.0,4.4,False,False,True,False,False,False,False,False,False
B00LZLQ624,160.0,4.5,False,False,False,False,False,False,False,True,False
B07DJLFMPS,1600.0,4.0,False,False,True,False,False,False,False,False,False
B09GB5B4BK,899.0,4.0,False,True,False,False,False,False,False,False,False
B015ZXUDD0,599.0,4.3,False,False,True,False,False,False,False,False,False
B085DTN6R2,899.0,4.2,False,True,False,False,False,False,False,False,False
B09PL79D2X,2990.0,3.8,False,False,True,False,False,False,False,False,False
B098K3H92Z,899.0,4.3,False,True,False,False,False,False,False,False,False
B09KLVMZ3B,399.0,4.1,False,True,False,False,False,False,False,False,False
B084PJSSQ1,3000.0,4.3,False,True,False,False,False,False,False,False,False
B097R25DP7,4999.0,4.0,False,False,True,False,False,False,False,False,False
B097C564GC,4999.0,4.3,False,True,False,False,False,False,False,False,False
B08CYNJ5KY,861.0,4.2,False,True,False,False,False,False,False,False,False
B00Y4ORQ46,795.0,4.0,False,False,True,False,False,False,False,False,False
B074CWD7MS,2495.0,4.4,False,False,True,False,False,False,False,False,False
B083342NKJ,399.0,4.4,False,True,False,False,False,False,False,False,False
B09C6HXFC1,1799.0,4.5,False,True,False,False,False,False,False,False,False
B00A0VCJPI,2499.0,4.2,False,True,False,False,False,False,False,False,False
B00UGZWM2I,800.0,4.1,False,False,False,False,False,False,False,True,False
B00R1P3B4O,549.0,4.5,False,False,True,False,False,False,False,False,False
B0B3MWYCHQ,9999.0,4.2,False,False,True,False,False,False,False,False,False
B09DG9VNWB,29999.0,4.3,False,False,True,False,False,False,False,False,False
B09Y5MP7C4,3499.0,3.9,False,False,True,False,False,False,False,False,False
B01DJJVFPC,315.0,4.5,False,False,True,False,False,False,False,False,False
B07DFYJRQV,1499.0,4.1,False,False,True,False,False,False,False,False,False
B08L879JSN,13750.0,4.2,False,True,False,False,False,False,False,False,False
B08TDJNM3G,59.0,3.8,False,True,False,False,False,False,False,False,False
B06XSK3XL6,999.0,4.3,False,False,True,False,False,False,False,False,False
B07YNTJ8ZM,999.0,3.9,False,False,True,False,False,False,False,False,False
B09KGV7WSV,5999.0,4.3,False,False,True,False,False,False,False,False,False
B08DPLCM6T,21990.0,4.3,False,False,True,False,False,False,False,False,False
B07KR5P3YD,699.0,3.9,False,True,False,False,False,False,False,False,False
B08FB2LNSZ,2999.0,3.7,False,False,True,False,False,False,False,False,False
B01IBRHE3E,499.0,4.2,False,False,True,False,False,False,False,False,False
B01N6LU1VF,1400.0,4.3,False,True,False,False,False,False,False,False,False
B07XLML2YS,3299.0,4.2,False,False,True,False,False,False,False,False,False
B086WMSCN3,5999.0,3.9,False,False,True,False,False,False,False,False,False
B003B00484,499.0,4.3,False,False,True,False,False,False,False,False,False
B085194JFL,499.0,3.7,False,False,True,False,False,False,False,False,False
B09F6S8BT6,22900.0,4.3,False,False,True,False,False,False,False,False,False
B003L62T7W,375.0,4.3,False,True,False,False,False,False,False,False,False
B09P18XVW6,4999.0,3.9,False,False,True,False,False,False,False,False,False
B00LZLPYHW,160.0,4.4,False,False,False,False,False,False,False,True,False
B09NHVCHS9,199.0,4.0,False,True,False,False,False,False,False,False,False
B00NNQMYNE,499.0,4.5,False,True,False,False,False,False,False,False,False
B0B217Z5VK,3999.0,3.9,False,False,True,False,False,False,False,False,False
B07B88KQZ8,2999.0,4.3,False,False,True,False,False,False,False,False,False
B01M4GGIVU,699.0,4.2,False,False,True,False,False,False,False,False,False
B07Z3K96FR,1499.0,4.1,False,True,False,False,False,False,False,False,False
B0756CLQWL,3999.0,4.2,False,True,False,False,False,False,False,False,False
B004IO5BMQ,995.0,4.5,False,True,False,False,False,False,False,False,False
B09Z6WH2N1,499.0,4.2,False,False,True,False,False,False,False,False,False
B01HGCLUH6,1699.0,4.2,False,True,False,False,False,False,False,False,False
